generation,algorithm,init,crossover,run,seed,n_solutions,Range,SumMin,MinSum,Hypervolume,IGD+,GD+,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
131,MOEAD_TCHE,greedy_multi,UX,1,1512656746,89,0.19385581299889487,1.8490867384945013,1.902618480473237,0.03808950784104839,0.0035976060788092123,0.5029268345772462,0.21621621621621623,0.13910560656765147,14.757201769065267,0.019115546332986098
141,MOEAD_TCHE,greedy_multi,UX,1,1512656746,87,0.19714194841428842,1.8471458254335502,1.90149774306682,0.03848043004725528,0.0035976060788092123,0.5460201613829652,0.21951219512195122,0.1483640541033862,15.678914975136545,0.020309475356394487
151,MOEAD_TCHE,greedy_multi,UX,1,1512656746,83,0.19714194841428842,1.8471458254335502,1.90149774306682,0.03848607044224323,0.0035976060788092123,0.5465862130541853,0.21951219512195122,0.1486138245167746,15.735548577287874,0.02038283494467341
161,MOEAD_TCHE,greedy_multi,UX,1,1512656746,83,0.19714194841428842,1.8471458254335502,1.9021214184088677,0.03847999533144881,0.0035976060788092123,0.5518713039318582,0.21951219512195122,0.14951733052611457,15.84795565239682,0.020528439964244586
171,MOEAD_TCHE,greedy_multi,UX,1,1512656746,84,0.19714194841428842,1.8471458254335502,1.9021214184088677,0.03848241785685723,0.0035976060788092123,0.5524340345035507,0.21951219512195122,0.1493794281820954,15.860298463356973,0.02054442806134323
181,MOEAD_TCHE,greedy_multi,UX,1,1512656746,83,0.19714194841428842,1.8471458254335502,1.9021214184088677,0.03848243262517661,0.0035976060788092123,0.5540886835832092,0.21951219512195122,0.14991815536777928,15.884474066478681,0.020575743609428345
191,MOEAD_TCHE,greedy_multi,UX,1,1512656746,81,0.19714194841428842,1.8471458254335502,1.9022688151948874,0.03848053713576346,0.0035976060788092123,0.5483508814091353,0.21951219512195122,0.14794943913511463,15.766745468873127,0.02042324542600146
201,MOEAD_TCHE,greedy_multi,UX,1,1512656746,85,0.19827475816855059,1.8460921869147482,1.9017603621994548,0.03870140319311854,0.0035976060788092123,0.5496175696986924,0.21951219512195122,0.1519151655642787,15.80603879849812,0.02047414352137062
211,MOEAD_TCHE,greedy_multi,UX,1,1512656746,89,0.19827475816855059,1.8460921869147482,1.9020510980348468,0.03870321303939197,0.0035976060788092123,0.5571194071556852,0.21951219512195122,0.15429334198105077,15.983434935054586,0.020703931263024073
221,MOEAD_TCHE,greedy_multi,UX,1,1512656746,86,0.19827475816855059,1.8460921869147482,1.9020510980348468,0.03870059477872759,0.0035976060788092123,0.5504943834585312,0.21951219512195122,0.1520337073553801,15.844353043047997,0.02052377337182383
